Step 0 | loss:2.238386869430542 lr:0.0 gpu_resources:16631460352
Step 53 | loss:0.7464538216590881 lr:0.000159 gpu_resources:16751011840
Step 53 | loss:0.5050856471061707 lr:0.000159 gpu_resources:16636056064
Step 53 | loss:0.608098566532135 lr:0.000159 gpu_resources:16762109952
Step 53 | loss:0.6664427518844604 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.745327353477478 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7271976470947266 lr:0.000159 gpu_resources:16746317824
Step 53 | loss:0.7298563718795776 lr:0.000159 gpu_resources:16695633920
Step 53 | loss:0.6485924124717712 lr:0.000159 gpu_resources:16739276800
Step 53 | loss:0.6639829874038696 lr:0.000159 gpu_resources:16606355968
Step 53 | loss:0.7190449237823486 lr:0.000159 gpu_resources:16746317824
Step 53 | loss:0.5174455046653748 lr:0.000159 gpu_resources:16519532032
Step 53 | loss:0.656416118144989 lr:0.000159 gpu_resources:16734582784
Step 53 | loss:0.7277515530586243 lr:0.000159 gpu_resources:16757639168
Step 53 | loss:0.7531634569168091 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.7436239719390869 lr:0.000159 gpu_resources:16814763008
Step 53 | loss:0.6703101992607117 lr:0.000159 gpu_resources:16592966144
Step 53 | loss:0.8888661861419678 lr:0.000159 gpu_resources:16790279168
Step 53 | loss:0.5363150835037231 lr:0.000159 gpu_resources:16803273728
Step 53 | loss:0.5997908115386963 lr:0.000159 gpu_resources:16757901312
Step 53 | loss:0.6567265391349792 lr:0.000159 gpu_resources:16714131456
Step 53 | loss:0.6911539435386658 lr:0.000159 gpu_resources:16723027968
Step 53 | loss:0.5621433258056641 lr:0.000159 gpu_resources:16781130752
Step 53 | loss:0.4480333924293518 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.43915513157844543 lr:0.000159 gpu_resources:16838855680
Step 53 | loss:0.6127816438674927 lr:0.000159 gpu_resources:16823491584
Step 54 | loss:0.6418917775154114 lr:0.000162 gpu_resources:16740075520
Step 54 | loss:0.5163244009017944 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.5717830061912537 lr:0.000162 gpu_resources:16748664832
Step 54 | loss:0.6142578125 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.8072831034660339 lr:0.000162 gpu_resources:16690857472
Step 54 | loss:0.9615393877029419 lr:0.000162 gpu_resources:16763795456
Step 54 | loss:0.48604515194892883 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6025654077529907 lr:0.000162 gpu_resources:16823491584
Step 54 | loss:0.6322166919708252 lr:0.000162 gpu_resources:16717133824
Step 54 | loss:0.62549889087677 lr:0.000162 gpu_resources:16637686272
Step 54 | loss:0.552954375743866 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.4440859854221344 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.5165080428123474 lr:0.000162 gpu_resources:16706146304
Step 54 | loss:0.8835423588752747 lr:0.000162 gpu_resources:16621289984
Step 54 | loss:0.6216854453086853 lr:0.000162 gpu_resources:16418313216
Step 54 | loss:0.7411323189735413 lr:0.000162 gpu_resources:16748664832
Step 54 | loss:0.5331727266311646 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.450772225856781 lr:0.000162 gpu_resources:16693155840
Step 54 | loss:0.6190150380134583 lr:0.000162 gpu_resources:16778767360
Step 54 | loss:0.68360835313797 lr:0.000162 gpu_resources:16501807104
Step 54 | loss:0.6183505058288574 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6239566802978516 lr:0.000162 gpu_resources:16690857472
Step 54 | loss:0.5091259479522705 lr:0.000162 gpu_resources:16723027968
Step 54 | loss:0.8782445788383484 lr:0.000162 gpu_resources:16653160960
Step 54 | loss:0.5360327959060669 lr:0.000162 gpu_resources:16831634432
Step 54 | loss:0.5003057718276978 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.7599676847457886 lr:0.000162 gpu_resources:16765848064
Step 54 | loss:0.6164986491203308 lr:0.000162 gpu_resources:16697751552
Step 54 | loss:0.48761242628097534 lr:0.000162 gpu_resources:16727623680
Step 54 | loss:0.7384939789772034 lr:0.000162 gpu_resources:16751011840
Step 54 | loss:0.5780055522918701 lr:0.000162 gpu_resources:16660578816
Step 54 | loss:0.4474635422229767 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.5995640158653259 lr:0.000162 gpu_resources:16693155840
Step 54 | loss:0.6664900779724121 lr:0.000162 gpu_resources:16827563008
Step 54 | loss:0.4084039628505707 lr:0.000162 gpu_resources:16774040576
Step 54 | loss:0.6008619070053101 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.721476674079895 lr:0.000162 gpu_resources:16774040576
Step 54 | loss:0.7917755842208862 lr:0.000162 gpu_resources:16741623808
Step 54 | loss:0.3930516242980957 lr:0.000162 gpu_resources:16833682432
Step 54 | loss:0.6573143005371094 lr:0.000162 gpu_resources:16743970816
Step 54 | loss:0.5682870745658875 lr:0.000162 gpu_resources:16706146304
Step 54 | loss:0.49164193868637085 lr:0.000162 gpu_resources:16727623680
Step 54 | loss:0.6894602179527283 lr:0.000162 gpu_resources:16720730112
Step 54 | loss:0.6506195664405823 lr:0.000162 gpu_resources:16729921536
Step 54 | loss:0.7780687808990479 lr:0.000162 gpu_resources:16822098944
Step 54 | loss:0.6511399745941162 lr:0.000162 gpu_resources:16761743360
Step 54 | loss:0.6972683668136597 lr:0.000162 gpu_resources:16796380160
Step 54 | loss:0.522913932800293 lr:0.000162 gpu_resources:16562738688
Step 54 | loss:0.6146561503410339 lr:0.000162 gpu_resources:16710486016
Step 54 | loss:0.6671218872070312 lr:0.000162 gpu_resources:16720730112
Step 54 | loss:0.5899545550346375 lr:0.000162 gpu_resources:16579722752
Step 54 | loss:0.5400206446647644 lr:0.000162 gpu_resources:16756959232
Step 54 | loss:0.506164014339447 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6497576236724854 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.5663776993751526 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6523777842521667 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.6111051440238953 lr:0.000162 gpu_resources:16718432256
Step 54 | loss:0.6557527184486389 lr:0.000162 gpu_resources:16714426368
Step 54 | loss:0.4767267107963562 lr:0.000162 gpu_resources:16658035200
Step 54 | loss:0.5587494969367981 lr:0.000162 gpu_resources:16838855680
Step 54 | loss:0.7887076139450073 lr:0.000162 gpu_resources:16621289984
Step 54 | loss:0.7413567304611206 lr:0.000162 gpu_resources:16801704960
Step 54 | loss:0.6443515419960022 lr:0.000162 gpu_resources:16812966912
Step 54 | loss:0.6155436038970947 lr:0.000162 gpu_resources:16734582784
Step 55 | loss:0.607161819934845 lr:0.000165 gpu_resources:16617083392
Step 55 | loss:0.5161193609237671 lr:0.000165 gpu_resources:16644311552
Step 55 | loss:0.5672171711921692 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6000036597251892 lr:0.000165 gpu_resources:16736929792
Step 55 | loss:0.6312903165817261 lr:0.000165 gpu_resources:16759691264
Step 55 | loss:0.5364601612091064 lr:0.000165 gpu_resources:16623899136
Step 55 | loss:0.6505088806152344 lr:0.000165 gpu_resources:16748664832
Step 55 | loss:0.4286429286003113 lr:0.000165 gpu_resources:16522278400
Step 55 | loss:0.631428599357605 lr:0.000165 gpu_resources:16718432256
Step 55 | loss:0.5951476097106934 lr:0.000165 gpu_resources:16635142656
Step 55 | loss:0.5555392503738403 lr:0.000165 gpu_resources:16727623680
Step 55 | loss:0.5719147324562073 lr:0.000165 gpu_resources:16690857472
Step 55 | loss:0.6939520239830017 lr:0.000165 gpu_resources:16714426368
Step 55 | loss:0.5785578489303589 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6558637022972107 lr:0.000165 gpu_resources:16796380160
Step 55 | loss:0.5639380216598511 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6215689182281494 lr:0.000165 gpu_resources:16751011840
Step 55 | loss:0.7865639328956604 lr:0.000165 gpu_resources:16663204352
Step 55 | loss:0.49709782004356384 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5841897130012512 lr:0.000165 gpu_resources:16723027968
Step 55 | loss:0.678717315196991 lr:0.000165 gpu_resources:16831634432
Step 55 | loss:0.8769068717956543 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5846472382545471 lr:0.000165 gpu_resources:16807869440
Step 55 | loss:0.6508176922798157 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6681044697761536 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.535793125629425 lr:0.000165 gpu_resources:16718432256
Step 55 | loss:0.6133054494857788 lr:0.000165 gpu_resources:16559525376
Step 55 | loss:0.47169485688209534 lr:0.000165 gpu_resources:16781130752
Step 55 | loss:0.6246470808982849 lr:0.000165 gpu_resources:16835662848
Step 55 | loss:0.5994054079055786 lr:0.000165 gpu_resources:16725325824
Step 55 | loss:0.6141560673713684 lr:0.000165 gpu_resources:16805571584
Step 55 | loss:0.6771297454833984 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5513293743133545 lr:0.000165 gpu_resources:16727623680
Step 55 | loss:1.0004061460494995 lr:0.000165 gpu_resources:16690857472
Step 55 | loss:0.5266902446746826 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5368325114250183 lr:0.000165 gpu_resources:16527359488
Step 55 | loss:0.5773905515670776 lr:0.000165 gpu_resources:16700049408
Step 55 | loss:0.4353274405002594 lr:0.000165 gpu_resources:16688558592
Step 55 | loss:0.4136449098587036 lr:0.000165 gpu_resources:16807869440
Step 55 | loss:0.5882128477096558 lr:0.000165 gpu_resources:16693155840
Step 55 | loss:0.6424834728240967 lr:0.000165 gpu_resources:16690857472
Step 55 | loss:0.5117422342300415 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5213611721992493 lr:0.000165 gpu_resources:16720730112
Step 55 | loss:0.7961066961288452 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.7307736873626709 lr:0.000165 gpu_resources:16791784448
Step 55 | loss:0.6297385692596436 lr:0.000165 gpu_resources:16801813504
Step 55 | loss:0.8245664834976196 lr:0.000165 gpu_resources:16655524352
Step 55 | loss:0.44285014271736145 lr:0.000165 gpu_resources:16609135104
Step 55 | loss:0.5300081968307495 lr:0.000165 gpu_resources:16586499584
Step 55 | loss:0.7854339480400085 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.5182191729545593 lr:0.000165 gpu_resources:16623899136
Step 55 | loss:0.6902233958244324 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6004496216773987 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6944161057472229 lr:0.000165 gpu_resources:16807869440
Step 55 | loss:0.7184638381004333 lr:0.000165 gpu_resources:16765848064
Step 55 | loss:0.770840585231781 lr:0.000165 gpu_resources:16799104000
Step 55 | loss:0.4265885353088379 lr:0.000165 gpu_resources:16693176320
Step 55 | loss:0.8704885840415955 lr:0.000165 gpu_resources:16794082304
Step 55 | loss:0.6484637260437012 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.6166646480560303 lr:0.000165 gpu_resources:16600416768
Step 55 | loss:0.5064447522163391 lr:0.000165 gpu_resources:16838855680
Step 55 | loss:0.40226656198501587 lr:0.000165 gpu_resources:16718432256
Step 55 | loss:0.7102938890457153 lr:0.000165 gpu_resources:16481892352
Step 55 | loss:0.6127343773841858 lr:0.000165 gpu_resources:16838855680
Step 56 | loss:0.63526850938797 lr:0.000168 gpu_resources:16686340096
Step 56 | loss:0.7796366810798645 lr:0.000168 gpu_resources:16669221376
Step 56 | loss:0.5147797465324402 lr:0.000168 gpu_resources:16632599040
Step 56 | loss:0.8651196956634521 lr:0.000168 gpu_resources:16769952768
Step 56 | loss:0.6014152765274048 lr:0.000168 gpu_resources:16761071616
Step 56 | loss:0.5799508094787598 lr:0.000168 gpu_resources:16702367744
Step 56 | loss:0.604277491569519 lr:0.000168 gpu_resources:16761743360
Step 56 | loss:0.5246075987815857 lr:0.000168 gpu_resources:16739276800
Step 56 | loss:0.6409295201301575 lr:0.000168 gpu_resources:16810167296
Step 56 | loss:0.4593334496021271 lr:0.000168 gpu_resources:16545508864
Step 56 | loss:0.6834496855735779 lr:0.000168 gpu_resources:16572730880
Step 56 | loss:0.4605711102485657 lr:0.000168 gpu_resources:16632599040
Step 56 | loss:0.7312877178192139 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.5207085609436035 lr:0.000168 gpu_resources:16763795456
Step 56 | loss:0.561060905456543 lr:0.000168 gpu_resources:16829248512
Step 56 | loss:0.8149572610855103 lr:0.000168 gpu_resources:16839267328
Step 56 | loss:0.8430111408233643 lr:0.000168 gpu_resources:16666681856
Step 56 | loss:0.40668943524360657 lr:0.000168 gpu_resources:16493811712
Step 56 | loss:0.6209896206855774 lr:0.000168 gpu_resources:16660578816
Step 56 | loss:0.9018365740776062 lr:0.000168 gpu_resources:16632599040
Step 56 | loss:0.5435909032821655 lr:0.000168 gpu_resources:16831634432
Step 56 | loss:0.41512662172317505 lr:0.000168 gpu_resources:16776403968
Step 56 | loss:0.48983994126319885 lr:0.000168 gpu_resources:16716265472
Step 56 | loss:0.5448402762413025 lr:0.000168 gpu_resources:16761743360
Step 56 | loss:0.518348753452301 lr:0.000168 gpu_resources:16720730112
Step 56 | loss:0.6148402094841003 lr:0.000168 gpu_resources:16716396544
Step 56 | loss:0.5778264403343201 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.5071630477905273 lr:0.000168 gpu_resources:16710486016
Step 56 | loss:0.5184736251831055 lr:0.000168 gpu_resources:16807869440
Step 56 | loss:0.6550642251968384 lr:0.000168 gpu_resources:16786828288
Step 56 | loss:0.575228214263916 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.4128284156322479 lr:0.000168 gpu_resources:16585752064
Step 56 | loss:0.8068268895149231 lr:0.000168 gpu_resources:16763271168
Step 56 | loss:0.6561534404754639 lr:0.000168 gpu_resources:16779176960
Step 56 | loss:0.5707217454910278 lr:0.000168 gpu_resources:16833682432
Step 56 | loss:0.7197775840759277 lr:0.000168 gpu_resources:16741623808
Step 56 | loss:0.5472155213356018 lr:0.000168 gpu_resources:16784514048
Step 56 | loss:0.4408484995365143 lr:0.000168 gpu_resources:16831634432
Step 56 | loss:0.7031555771827698 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.725744366645813 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.5630820393562317 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.7237855195999146 lr:0.000168 gpu_resources:16734582784
Step 56 | loss:0.6696223020553589 lr:0.000168 gpu_resources:16637686272
Step 56 | loss:0.6374036073684692 lr:0.000168 gpu_resources:16779176960
Step 56 | loss:0.7052236199378967 lr:0.000168 gpu_resources:16557854208
Step 56 | loss:0.7502159476280212 lr:0.000168 gpu_resources:16823491584
Step 56 | loss:0.515938401222229 lr:0.000168 gpu_resources:16789142528
Step 56 | loss:0.5153791308403015 lr:0.000168 gpu_resources:16787188736
Step 56 | loss:0.5588133931159973 lr:0.000168 gpu_resources:16781523968
Step 56 | loss:0.6686790585517883 lr:0.000168 gpu_resources:16829297664
Step 56 | loss:0.5277581214904785 lr:0.000168 gpu_resources:16772547584
Step 56 | loss:0.7598837018013 lr:0.000168 gpu_resources:16756672512
Step 56 | loss:0.48451343178749084 lr:0.000168 gpu_resources:16787188736
Step 56 | loss:0.6205422878265381 lr:0.000168 gpu_resources:16771677184
Step 56 | loss:0.6999651193618774 lr:0.000168 gpu_resources:16736929792
Step 56 | loss:0.4607240557670593 lr:0.000168 gpu_resources:16746317824
Step 56 | loss:0.5981208682060242 lr:0.000168 gpu_resources:16784890880
Step 56 | loss:0.7887888550758362 lr:0.000168 gpu_resources:16723027968
Step 56 | loss:0.5167924761772156 lr:0.000168 gpu_resources:16838855680
Step 56 | loss:0.5529094338417053 lr:0.000168 gpu_resources:16814763008
Step 56 | loss:0.613104522228241 lr:0.000168 gpu_resources:16732235776
Step 56 | loss:0.7500562071800232 lr:0.000168 gpu_resources:16807869440
Step 56 | loss:0.7346515655517578 lr:0.000168 gpu_resources:16593109504
Step 56 | loss:0.578750729560852 lr:0.000168 gpu_resources:16779176960
Step 57 | loss:0.8193114995956421 lr:0.00017099999999999998 gpu_resources:16693233664
Step 57 | loss:0.6629049777984619 lr:0.00017099999999999998 gpu_resources:16739276800
Step 57 | loss:0.6978938579559326 lr:0.00017099999999999998 gpu_resources:16716396544
Step 57 | loss:0.8542342782020569 lr:0.00017099999999999998 gpu_resources:16781130752
Step 57 | loss:0.5947325229644775 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.38085538148880005 lr:0.00017099999999999998 gpu_resources:16767900672
Step 57 | loss:0.725925862789154 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.5344960689544678 lr:0.00017099999999999998 gpu_resources:16552205824
Step 57 | loss:0.4335452914237976 lr:0.00017099999999999998 gpu_resources:16718432256
Step 57 | loss:0.48093658685684204 lr:0.00017099999999999998 gpu_resources:16655524352
Step 57 | loss:0.5981721878051758 lr:0.00017099999999999998 gpu_resources:16712456192
Step 57 | loss:0.5815625786781311 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.6398877501487732 lr:0.00017099999999999998 gpu_resources:16693155840
Step 57 | loss:0.564340353012085 lr:0.00017099999999999998 gpu_resources:16658035200
Step 57 | loss:0.5175365209579468 lr:0.00017099999999999998 gpu_resources:16796380160
Step 57 | loss:0.6818847060203552 lr:0.00017099999999999998 gpu_resources:16669221376
Step 57 | loss:0.594788134098053 lr:0.00017099999999999998 gpu_resources:16716396544
Step 57 | loss:0.706141471862793 lr:0.00017099999999999998 gpu_resources:16751011840
Step 57 | loss:0.5990954637527466 lr:0.00017099999999999998 gpu_resources:16533048832
Step 57 | loss:0.42294076085090637 lr:0.00017099999999999998 gpu_resources:16655524352
Step 57 | loss:0.6125498414039612 lr:0.00017099999999999998 gpu_resources:16810167296
Step 57 | loss:0.6055204272270203 lr:0.00017099999999999998 gpu_resources:16839087104
Step 57 | loss:0.6337469220161438 lr:0.00017099999999999998 gpu_resources:16470779904
Step 57 | loss:0.4558483362197876 lr:0.00017099999999999998 gpu_resources:16812465152
Step 57 | loss:0.5971886515617371 lr:0.00017099999999999998 gpu_resources:16741623808
Step 57 | loss:0.6300004124641418 lr:0.00017099999999999998 gpu_resources:16564448768
Step 57 | loss:0.6355467438697815 lr:0.00017099999999999998 gpu_resources:16506485760
Step 57 | loss:0.6394872069358826 lr:0.00017099999999999998 gpu_resources:16761743360
Step 57 | loss:0.565648078918457 lr:0.00017099999999999998 gpu_resources:16691533312
Step 57 | loss:0.7760485410690308 lr:0.00017099999999999998 gpu_resources:16693155840
Step 57 | loss:0.5557798743247986 lr:0.00017099999999999998 gpu_resources:16618680832
Step 57 | loss:0.5231138467788696 lr:0.00017099999999999998 gpu_resources:16589979648
Step 57 | loss:0.5233877301216125 lr:0.00017099999999999998 gpu_resources:16689017344
Step 57 | loss:0.5730273723602295 lr:0.00017099999999999998 gpu_resources:16781130752
Step 57 | loss:0.492976576089859 lr:0.00017099999999999998 gpu_resources:16743970816
Step 57 | loss:0.5840015411376953 lr:0.00017099999999999998 gpu_resources:16723027968
Step 57 | loss:0.8553187847137451 lr:0.00017099999999999998 gpu_resources:16590561280
Step 57 | loss:0.5651512742042542 lr:0.00017099999999999998 gpu_resources:16825205760
Step 57 | loss:0.6197233200073242 lr:0.00017099999999999998 gpu_resources:16753358848
Step 57 | loss:0.5874221920967102 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.757789671421051 lr:0.00017099999999999998 gpu_resources:16718432256
Step 57 | loss:0.5385182499885559 lr:0.00017099999999999998 gpu_resources:16611181056
Step 57 | loss:0.536217451095581 lr:0.00017099999999999998 gpu_resources:16741623808
Step 57 | loss:0.686616837978363 lr:0.00017099999999999998 gpu_resources:16746317824
Step 57 | loss:0.5118898153305054 lr:0.00017099999999999998 gpu_resources:16640229888
Step 57 | loss:0.42510277032852173 lr:0.00017099999999999998 gpu_resources:16714131456
Step 57 | loss:0.6818378567695618 lr:0.00017099999999999998 gpu_resources:16776403968
Step 57 | loss:0.44482582807540894 lr:0.00017099999999999998 gpu_resources:16825893888
Step 57 | loss:0.6321555376052856 lr:0.00017099999999999998 gpu_resources:16817060864
Step 57 | loss:0.6264413595199585 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.6782719492912292 lr:0.00017099999999999998 gpu_resources:16794082304
Step 57 | loss:0.7066317796707153 lr:0.00017099999999999998 gpu_resources:16785046528
Step 57 | loss:0.8377432227134705 lr:0.00017099999999999998 gpu_resources:16746317824
Step 57 | loss:0.6669760346412659 lr:0.00017099999999999998 gpu_resources:16756672512
Step 57 | loss:0.5486742258071899 lr:0.00017099999999999998 gpu_resources:16799292416
Step 57 | loss:0.5491544604301453 lr:0.00017099999999999998 gpu_resources:16603025920
Step 57 | loss:0.5091861486434937 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.6390863656997681 lr:0.00017099999999999998 gpu_resources:16714426368
Step 57 | loss:0.6678701639175415 lr:0.00017099999999999998 gpu_resources:16767900672
Step 57 | loss:0.4361850321292877 lr:0.00017099999999999998 gpu_resources:16791784448
Step 57 | loss:0.6799203157424927 lr:0.00017099999999999998 gpu_resources:16838855680
Step 57 | loss:0.7450242638587952 lr:0.00017099999999999998 gpu_resources:16759691264
Step 57 | loss:0.7070679664611816 lr:0.00017099999999999998 gpu_resources:16645478912
Step 57 | loss:0.5749524831771851 lr:0.00017099999999999998 gpu_resources:16781130752
Step 58 | loss:0.6707049608230591 lr:0.00017399999999999997 gpu_resources:16633414144
Step 58 | loss:0.839735209941864 lr:0.00017399999999999997 gpu_resources:16769952768
Step 58 | loss:0.6595138907432556 lr:0.00017399999999999997 gpu_resources:16833420288
Step 58 | loss:0.5941336750984192 lr:0.00017399999999999997 gpu_resources:16823491584
Step 58 | loss:0.5479684472084045 lr:0.00017399999999999997 gpu_resources:16803273728
Step 58 | loss:0.5176194906234741 lr:0.00017399999999999997 gpu_resources:16789142528
Step 58 | loss:0.5269222855567932 lr:0.00017399999999999997 gpu_resources:16753358848
Step 58 | loss:0.6195014119148254 lr:0.00017399999999999997 gpu_resources:16805571584
Step 58 | loss:0.640101432800293 lr:0.00017399999999999997 gpu_resources:16660896256
Step 58 | loss:0.6884893178939819 lr:0.00017399999999999997 gpu_resources:16817060864
Step 58 | loss:0.7188404202461243 lr:0.00017399999999999997 gpu_resources:16791784448
Step 58 | loss:0.5592539310455322 lr:0.00017399999999999997 gpu_resources:16548054528
Step 58 | loss:0.6972029805183411 lr:0.00017399999999999997 gpu_resources:16727623680
Step 58 | loss:0.7295871376991272 lr:0.00017399999999999997 gpu_resources:16803273728
Step 58 | loss:0.5396725535392761 lr:0.00017399999999999997 gpu_resources:16838855680
Step 58 | loss:0.7008655667304993 lr:0.00017399999999999997 gpu_resources:16765848064
Step 58 | loss:0.4845018684864044 lr:0.00017399999999999997 gpu_resources:16732235776
Step 58 | loss:0.5729576349258423 lr:0.00017399999999999997 gpu_resources:16660578816
Step 58 | loss:0.7007620930671692 lr:0.00017399999999999997 gpu_resources:16833420288
Step 58 | loss:0.46771425008773804 lr:0.00017399999999999997 gpu_resources:16757639168
Step 58 | loss:0.7928463816642761 lr:0.00017399999999999997 gpu_resources:16838855680
Step 58 | loss:0.6859727501869202 lr:0.00017399999999999997 gpu_resources:16693155840
Step 58 | loss:0.6385615468025208 lr:0.00017399999999999997 gpu_resources:16623899136
Step 58 | loss:0.5401611924171448 lr:0.00017399999999999997 gpu_resources:16705595392
Step 58 | loss:0.5238428115844727 lr:0.00017399999999999997 gpu_resources:16705595392
Step 58 | loss:0.5257993936538696 lr:0.00017399999999999997 gpu_resources:16796380160
Step 58 | loss:0.70660001039505 lr:0.00017399999999999997 gpu_resources:16803273728
Step 58 | loss:0.6788206100463867 lr:0.00017399999999999997 gpu_resources:16781130752
Step 58 | loss:0.6479681730270386 lr:0.00017399999999999997 gpu_resources:16838855680
Step 58 | loss:0.6942241787910461 lr:0.00017399999999999997 gpu_resources:16753358848
Step 58 | loss:0.6352505683898926 lr:0.00017399999999999997 gpu_resources:16716265472
Step 58 | loss:0.4758780598640442 lr:0.00017399999999999997 gpu_resources:16693155840
Step 58 | loss:0.5360890030860901 lr:0.00017399999999999997 gpu_resources:16579722752
Step 58 | loss:0.7308599352836609 lr:0.00017399999999999997 gpu_resources:16817560576
Step 58 | loss:0.5385558605194092 lr:0.00017399999999999997 gpu_resources:16710486016
Step 58 | loss:0.4740338921546936 lr:0.00017399999999999997 gpu_resources:16727623680
Step 58 | loss:0.7161873579025269 lr:0.00017399999999999997 gpu_resources:16734582784
Step 58 | loss:0.3619363009929657 lr:0.00017399999999999997 gpu_resources:16822098944
Step 58 | loss:0.5452383756637573 lr:0.00017399999999999997 gpu_resources:16810167296
Step 58 | loss:0.8881364464759827 lr:0.00017399999999999997 gpu_resources:16768623616
Step 58 | loss:0.5641188621520996 lr:0.00017399999999999997 gpu_resources:16825893888
Step 58 | loss:0.7417045831680298 lr:0.00017399999999999997 gpu_resources:16479905792
Step 58 | loss:0.41638749837875366 lr:0.00017399999999999997 gpu_resources:16627511808
Step 58 | loss:0.5873605608940125 lr:0.00017399999999999997 gpu_resources:16769952768
Step 58 | loss:0.5555160641670227 lr:0.00017399999999999997 gpu_resources:16543223296
Step 58 | loss:0.6178695559501648 lr:0.00017399999999999997 gpu_resources:16514313728
Step 58 | loss:0.47665444016456604 lr:0.00017399999999999997 gpu_resources:16748664832
Step 58 | loss:0.8469181656837463 lr:0.00017399999999999997 gpu_resources:16838855680
Step 58 | loss:0.5479958653450012 lr:0.00017399999999999997 gpu_resources:16805571584
Step 58 | loss:0.4885331392288208 lr:0.00017399999999999997 gpu_resources:16774040576
Step 58 | loss:0.7374305129051208 lr:0.00017399999999999997 gpu_resources:16716265472
Step 58 | loss:0.5228661894798279 lr:0.00017399999999999997 gpu_resources:16495798272
Step 58 | loss:0.5637138485908508 lr:0.00017399999999999997 gpu_resources:16776403968
Step 58 | loss:0.7864912748336792 lr:0.00017399999999999997 gpu_resources:16736929792
Step 58 | loss:0.8794004917144775 lr:0.00017399999999999997 gpu_resources:16653160960
Step 58 | loss:0.5935614705085754 lr:0.00017399999999999997 gpu_resources:16627511808
Step 58 | loss:0.6784384250640869 lr:0.00017399999999999997 gpu_resources:16827563008
Step 58 | loss:0.6270498633384705 lr:0.00017399999999999997 gpu_resources:16621289984
Step 58 | loss:0.8409464359283447 lr:0.00017399999999999997 gpu_resources:16698152960
Step 58 | loss:0.5208881497383118 lr:0.00017399999999999997 gpu_resources:16789142528
Step 58 | loss:0.916286289691925 lr:0.00017399999999999997 gpu_resources:16700798976
Step 58 | loss:0.5363233685493469 lr:0.00017399999999999997 gpu_resources:16791784448
Step 58 | loss:0.6271485686302185 lr:0.00017399999999999997 gpu_resources:16649075200
Step 58 | loss:0.5966993570327759 lr:0.00017399999999999997 gpu_resources:16838855680
Step 59 | loss:0.5691758990287781 lr:0.00017699999999999997 gpu_resources:16703670272
Step 59 | loss:0.7106807827949524 lr:0.00017699999999999997 gpu_resources:16734582784
Step 59 | loss:0.5428222417831421 lr:0.00017699999999999997 gpu_resources:16838855680
Step 59 | loss:0.6262109279632568 lr:0.00017699999999999997 gpu_resources:16623899136
Step 59 | loss:0.5378136038780212 lr:0.00017699999999999997 gpu_resources:16838855680
